BILAN ANNUEL 2020;;;;
;;;;
data6;;;;
;;;;
Wed 01 Jan 2020;;;;
> Thu 31 Dec 2020;;;;
;;;;
RÉSULTATS GLOBAUX;;;;
;;;;
jackGent;0;0;0;0
jackHo;0;0;10;12760
jackSilv;0;0;0;0
jb;0;0;2,92;6570
jbRes;0;0;2;20000
redLab70;0;0;0;0
redLab75;0;0;15,16;5742
single;0;0;0;0
will;0;0;22,53;5456
;;;;
ÉNERGÉTIQUE;;;;
atomic;0;0;0;0
blackColaEnergy;0;0;0;0
power;0;0;0;0
redBull;0;0;2;623
rox;0;0;64;486
speedEnergy;0;0;41;312
xxl;0;0;85;399
